CustomerID,CustomerName,TransactionID,MovieID,Date,MovieName,Genre,TheaterLocation,CustomerAge,CustomerGender,Ticket Type,Num Tickets,Price,Discounted Price,Total Price,PaymentMethod,CustomerMembership,PurchaseChannel,MovieRating,CustomerFeedback,LoyaltyPoints,SnacksPurchased,SnacksQuantity,SnacksAmount,LastVisitDate,RecencyDays,Frequency,CustomerStatus,Monetary_Total_Price
CUST1669,Ishika Yadav,fDORFaNtmUkR,M2040,2024-09-03 17:01:17,Movie D,Thriller,Kolkata,28,Female,Regular,3,1050,No Discount,1050,Net Banking,None,Online,2,Bad,70,"Pretzels, Gummies",1,170,2024-12-05 17:01:17,93,7,Inactive,1220
CUST1495,Harsh Varma,Quc1pNK6onmO,M2041,2024-06-11 14:22:58,Movie A,Comedy,Bangalore,34,Female,Regular,3,1050,No Discount,1050,UPI,None,Online,3,Average,5,French Fries,1,100,2024-12-18 14:22:58,190,5,Inactive,1150
CUST15181,Rahul Arora,W2KQHvUAjOBX,M2042,2024-07-14 14:02:45,Movie C,Thriller,Kolkata,21,Other,VIP,3,1200,No Discount,1200,Net Banking,Silver,Online,4,Good,105,"Veggie Chips, Yogurt, Onion Rings",4,960,2024-08-17 14:02:45,34,9,Highly Active,2160
CUST7968,Aditya Dwivedi,tEgcQPCcC1l7,M2043,2024-03-11 20:51:34,Movie D,Action,Kolkata,46,Other,VIP,5,2000,1700,1700,Debit Card,Gold,In-store,4,Good,160,"Bag of Mixed Nuts, Hotdog, Mozzarella Sticks",4,1560,2024-09-11 20:51:34,184,4,Inactive,3260
CUST19549,Tarun Joshi,TZe7RHkUV1Jh,M2044,2024-01-13 18:46:23,Movie C,Comedy,Mumbai,44,Female,Senior,6,1200,1140,1140,Debit Card,None,Online,1,Very Bad,24,"Fruit Cup, Cupcakes",3,840,2024-02-25 18:46:23,43,2,New,1980
CUST13760,Zara Kumar,ObkylvrBWtjO,M2045,2024-03-23 10:47:53,Movie B,Thriller,Mumbai,22,Male,Student,3,750,No Discount,750,Debit Card,Platinum,In-store,2,Bad,34,"Cupcakes, Lemonade",4,840,2024-04-22 10:47:53,30,11,Highly Active,1590
CUST2014,Amit Chakraborty,mF03LLD7xP7X,M2046,2024-09-18 17:58:22,Movie D,Thriller,Delhi,30,Female,VIP,8,3200,3040,3040,Net Banking,Gold,Online,1,Very Bad,20,None,0,0,2024-12-31 21:41:45,104,2,New,3040
CUST18283,Yash Uppal,NXQPwF4W7fIi,M2047,2024-12-26 17:01:21,Movie C,Action,Hyderabad,48,Other,Regular,8,2800,No Discount,2800,UPI,Gold,In-store,5,Excellent,15,"Candy, Lemonade",3,480,2024-12-31 21:46:13,5,10,Highly Active,3280
CUST1124,Tina Rao,8xdjxrEjHTs2,M2048,2024-03-15 17:05:42,Movie C,Action,Chennai,52,Male,Student,7,1750,No Discount,1750,Cash,Silver,In-store,4,Good,95,"Iced Tea, Yogurt, Veggie Chips",4,840,2024-06-14 17:05:42,91,13,Active,2590
CUST679,Kavya Uppal,7UQMiDt3pp5J,M2049,2024-10-05 18:11:27,Movie B,Thriller,Mumbai,50,Female,VIP,8,3200,No Discount,3200,Net Banking,Silver,Online,3,Average,36,"Energy Drink, Yogurt",2,320,2024-12-31 19:30:42,87,9,Highly Active,3520
CUST14445,Nikhil Kapoor,UWfbJ0gWw7hg,M2050,2024-04-18 09:43:28,Movie D,Thriller,Hyderabad,21,Other,Regular,5,1750,No Discount,1750,Debit Card,Silver,In-store,3,Average,50,"Lemonade, Yogurt, Bag of Mixed Nuts",2,580,2024-08-14 09:43:28,118,8,Inactive,2330
CUST15031,Falguni Kaur,07KrWO1rlNOL,M2051,2024-03-08 18:38:02,Movie D,Comedy,Mumbai,59,Female,VIP,4,1600,No Discount,1600,Net Banking,Gold,Online,5,Excellent,145,"Fruit Smoothies, Fruit Cup, Bag of Mixed Nuts",4,1800,2024-04-23 18:38:02,46,13,Highly Active,3400
CUST14795,Abhay Pai,brHMjAxj3wPE,M2052,2024-01-10 12:49:21,Movie D,Comedy,Chennai,42,Male,VIP,1,400,No Discount,400,Credit Card,None,Online,1,Very Bad,16,Granola Bar,1,50,2024-04-11 12:49:21,92,5,Inactive,450
CUST15683,Chirag Vohra,bXtLihDUO453,M2053,2024-06-27 17:36:54,Movie D,Drama,Delhi,30,Male,VIP,3,1200,No Discount,1200,UPI,Platinum,In-store,5,Excellent,12,"French Fries, Veggie Chips, Energy Drink",1,290,2024-07-28 17:36:54,31,9,Highly Active,1490
CUST8345,Akanksha Bhardwaj,QsA8sDXe9NFC,M2054,2024-08-21 17:30:22,Movie C,Thriller,Mumbai,27,Other,Regular,7,2450,No Discount,2450,UPI,Silver,In-store,1,Very Bad,16,"Small Popcorn, Gummies, Veg Wrap",3,1110,2024-10-25 17:30:22,65,13,Highly Active,3560
CUST350,Aditi Thakur,cwbDslaUcirP,M2055,2024-07-20 11:37:03,Movie A,Drama,Kolkata,62,Other,Regular,3,1050,No Discount,1050,Cash,Platinum,In-store,5,Excellent,85,Large Popcorn,1,250,2024-11-02 11:37:03,105,13,Active,1300
CUST6573,Payal Kulkarni,vOcrP8mXp6N1,M2056,2024-04-21 21:47:31,Movie C,Thriller,Delhi,40,Other,VIP,2,800,No Discount,800,Debit Card,None,Online,5,Excellent,6,None,0,0,2024-08-08 21:47:31,109,5,Inactive,800
CUST9846,Lalit Lal,qymcJRggbqwP,M2057,2024-03-11 19:34:00,Movie C,Comedy,Hyderabad,50,Male,Regular,8,2800,No Discount,2800,Debit Card,Platinum,In-store,2,Bad,15,"Pepsi, Coca Cola",2,320,2024-07-15 19:34:00,126,10,Active,3120
CUST13661,Rahul Pai,imFZrAGDSU7x,M2058,2024-11-20 22:42:06,Movie C,Drama,Mumbai,30,Other,VIP,4,1600,No Discount,1600,UPI,Silver,In-store,2,Bad,115,Small Popcorn,3,450,2024-12-31 13:22:48,40,1,New,2050
CUST1720,Utkarsh Chaudhari,Hnq0IqWuJ0IC,M2059,2024-03-23 13:12:22,Movie C,Action,Kolkata,45,Male,Senior,9,1800,No Discount,1800,Net Banking,Silver,In-store,2,Bad,115,None,0,0,2024-05-06 13:12:22,44,1,New,1800
CUST8507,Varun Pai,Spd16VPaVsyc,M2060,2024-07-05 12:49:21,Movie A,Comedy,Chennai,19,Female,Student,1,250,No Discount,250,UPI,Gold,In-store,1,Very Bad,24,None,0,0,2024-12-22 12:49:21,170,8,Inactive,250
CUST2387,Tanishq Chakraborty,H0wC8pIigilP,M2061,2024-01-29 17:06:34,Movie A,Comedy,Chennai,31,Female,Regular,5,1750,1575,1575,UPI,Platinum,In-store,3,Average,145,"Coca Cola, Bag of Mixed Nuts, Veggie Chips",3,870,2024-07-09 17:06:34,162,3,Inactive,2445
CUST15276,Karan Mehta,LgcNWQYftaR1,M2062,2024-01-26 09:50:35,Movie C,Drama,Kolkata,55,Other,VIP,4,1600,No Discount,1600,UPI,None,In-store,1,Very Bad,10,"Medium Popcorn, Candy, Ice Cream",4,1320,2024-05-19 09:50:35,114,12,Active,2920
CUST3570,Gagan Tiwari,Jb6CasVK58nv,M2063,2024-02-24 14:54:33,Movie A,Drama,Bangalore,34,Female,VIP,3,1200,No Discount,1200,Debit Card,Gold,Online,3,Average,6,None,0,0,2024-08-14 14:54:33,172,7,Inactive,1200
CUST8327,Girish Kulkarni,FLwoU54TzGCj,M2064,2024-03-13 09:51:00,Movie C,Drama,Kolkata,39,Female,Senior,6,1200,1140,1140,Cash,None,Online,1,Very Bad,50,Non Veg Wrap,4,800,2024-08-28 09:51:00,168,2,New,1940
CUST18310,Charmi Bhardwaj,CYN7tgRVUlyS,M2065,2024-11-12 12:39:01,Movie D,Thriller,Delhi,24,Male,VIP,3,1200,No Discount,1200,Credit Card,Silver,In-store,1,Very Bad,133,"Yogurt, Granola Bar",4,440,2024-12-31 21:02:19,49,5,Active,1640
CUST12294,Prachi Agarwal,0YK8IyXheODn,M2066,2024-03-14 13:42:05,Movie C,Action,Chennai,61,Female,Student,3,750,No Discount,750,Credit Card,Silver,In-store,2,Bad,5,"Granola Bar, Fruit Smoothies",2,400,2024-06-12 13:42:05,90,13,Highly Active,1150
CUST6766,Utkarsh Tripathi,RjVEVYxbSk1W,M2067,2024-11-01 13:08:30,Movie A,Action,Mumbai,31,Female,Regular,2,700,No Discount,700,UPI,Platinum,In-store,5,Excellent,95,"Bag of Mixed Nuts, Veg Wrap",1,270,2024-12-31 13:13:47,60,14,Highly Active,970
CUST16798,Kunal Zaveri,235MY574R9KZ,M2068,2024-10-21 16:52:02,Movie B,Comedy,Kolkata,30,Female,Senior,1,200,No Discount,200,UPI,Silver,Online,5,Excellent,45,None,0,0,2024-12-31 19:39:05,71,3,Active,200
CUST5778,Ritu Tandon,rfHwOTxXHG0h,M2069,2024-06-08 09:46:07,Movie D,Action,Hyderabad,27,Male,VIP,1,400,No Discount,400,Credit Card,None,In-store,1,Very Bad,36,"French Fries, Nachos, Cupcakes",2,700,2024-12-10 09:46:07,185,7,Inactive,1100
CUST6296,Irfan Kapoor,tLBi0LOR2JB1,M2070,2024-06-07 16:47:51,Movie B,Thriller,Hyderabad,48,Female,VIP,6,2400,2160,2160,Cash,Platinum,In-store,4,Good,79,Chips,2,100,2024-12-13 16:47:51,189,3,Inactive,2260
CUST3919,Lavanya Bajpai,p2AYVO8XIniA,M2071,2024-11-08 17:40:06,Movie D,Action,Chennai,33,Female,VIP,3,1200,No Discount,1200,Debit Card,None,Online,4,Good,12,Onion Rings,2,180,2024-12-31 18:12:20,53,5,Active,1380
CUST5761,Nikhil Fadnavis,remTu4MR0NIK,M2072,2024-05-24 22:59:16,Movie B,Thriller,Delhi,36,Male,Senior,6,1200,No Discount,1200,Cash,Gold,Online,5,Excellent,15,None,0,0,2024-08-05 22:59:16,73,1,New,1200
CUST8876,Nandini Saha,Ibkx1uK6EShj,M2073,2024-05-20 22:10:34,Movie C,Drama,Delhi,38,Other,Regular,2,700,No Discount,700,UPI,Silver,Online,3,Average,36,Bag of Mixed Nuts,3,360,2024-07-19 22:10:34,60,9,Highly Active,1060
CUST7532,Eshwar Dixit,S9Ow48GoDz53,M2074,2024-12-27 17:32:55,Movie C,Thriller,Delhi,50,Female,Student,8,2000,No Discount,2000,Net Banking,Gold,In-store,2,Bad,40,None,0,0,2024-12-31 10:37:24,3,6,Active,2000
CUST18432,Bhavin Grover,IH46SPXt5mY8,M2075,2024-02-06 12:17:22,Movie A,Comedy,Hyderabad,33,Male,Student,8,2000,1700,1700,Debit Card,Silver,Online,2,Bad,10,"Onion Rings, Pepsi, Gummies",3,720,2024-05-21 12:17:22,105,4,Inactive,2420
CUST6378,Ishika Nambiar,NUBUJRNLX0VP,M2076,2024-03-12 19:27:56,Movie C,Drama,Chennai,53,Male,VIP,3,1200,No Discount,1200,Debit Card,Gold,In-store,5,Excellent,12,None,0,0,2024-05-05 19:27:56,54,14,Highly Active,1200
CUST12395,Kiara Pathak,Eeee5Uzw2IEh,M2077,2024-06-09 18:10:18,Movie A,Drama,Hyderabad,39,Female,VIP,9,3600,No Discount,3600,Debit Card,Platinum,Online,2,Bad,5,"Mozzarella Sticks, Granola Bar",1,200,2024-12-14 18:10:18,188,1,Inactive,3800
CUST6109,Vaishnavi Saxena,5bmhZlzxMQN2,M2078,2024-07-15 21:15:10,Movie D,Thriller,Chennai,59,Other,Regular,9,3150,No Discount,3150,UPI,Silver,Online,1,Very Bad,18,Gummies,1,70,2024-12-31 15:57:56,168,9,Active,3220
CUST14797,Harshit Narayan,3YjYeuOWYL3Q,M2079,2024-12-09 20:52:38,Movie C,Comedy,Delhi,53,Female,VIP,4,1600,No Discount,1600,Credit Card,Platinum,Online,2,Bad,34,"Hotdog, Candy",1,170,2024-12-31 09:51:12,21,10,Highly Active,1770
CUST12687,Mohan Menon,YReORIl31yZQ,M2080,2024-11-25 21:24:47,Movie A,Thriller,Hyderabad,63,Male,Student,3,750,No Discount,750,Credit Card,Platinum,Online,5,Excellent,24,"Non Veg Wrap, Iced Tea",3,780,2024-12-31 22:28:53,36,8,Very Active,1530
CUST5406,Pooja Saha,4m6PaIc4OhiC,M2081,2024-12-25 15:33:21,Movie B,Thriller,Kolkata,60,Male,Regular,7,2450,2327.5,2327.5,Net Banking,None,Online,5,Excellent,6,"Hotdog, Granola Bar",3,510,2024-12-31 12:18:03,5,2,New,2837.5
CUST9685,Dinesh Bhat,l5uO4GTG22Xl,M2082,2024-11-08 21:51:03,Movie C,Comedy,Kolkata,50,Female,Senior,6,1200,1080,1080,Credit Card,Platinum,Online,3,Average,95,"Onion Rings, Iced Tea, Nachos",2,600,2024-12-31 10:33:22,52,3,Active,1680
CUST8549,Hemant Banerjee,dMy8cdMkEXik,M2083,2024-04-14 12:22:25,Movie C,Comedy,Delhi,23,Other,Senior,4,800,No Discount,800,Debit Card,Gold,Online,1,Very Bad,20,"Yogurt, Small Popcorn",4,840,2024-07-15 12:22:25,92,7,Inactive,1640
CUST1930,Abhimanyu Narayan,b9Oidwz45VFF,M2084,2024-03-11 09:17:56,Movie D,Thriller,Chennai,28,Other,Regular,8,2800,No Discount,2800,UPI,Silver,Online,1,Very Bad,81,Veg Wrap,1,150,2024-04-18 09:17:56,38,14,Highly Active,2950
CUST18596,Prisha Dubey,lKc94ZpHQwjv,M2085,2024-08-17 09:35:19,Movie D,Comedy,Mumbai,51,Female,VIP,1,400,No Discount,400,Cash,Gold,In-store,3,Average,36,None,0,0,2024-09-18 09:35:19,32,9,Highly Active,400
CUST5092,Yamini Mathew,JQ913KNW3qQO,M2086,2024-02-14 13:35:24,Movie D,Comedy,Chennai,21,Other,Student,2,500,No Discount,500,Debit Card,Gold,Online,2,Bad,15,"Large Popcorn, Granola Bar",2,600,2024-04-04 13:35:24,50,3,Active,1100
CUST10165,Ravi Pathak,2OHvHV0GZiih,M2087,2024-03-17 20:51:48,Movie D,Comedy,Hyderabad,46,Other,Regular,4,1400,No Discount,1400,UPI,Silver,In-store,5,Excellent,125,"Pretzels, Non Veg Wrap",1,300,2024-07-08 20:51:48,113,13,Active,1700
CUST6114,Gopal Zaveri,EBWa5wttq995,M2088,2024-03-05 14:06:37,Movie B,Action,Delhi,20,Female,Regular,3,1050,No Discount,1050,Debit Card,Silver,Online,5,Excellent,30,Small Popcorn,2,300,2024-08-17 14:06:37,165,3,Inactive,1350
CUST17896,Tanisha Vohra,PybgfoklZgN8,M2089,2024-07-08 15:26:26,Movie D,Thriller,Mumbai,37,Female,VIP,1,400,No Discount,400,Debit Card,Platinum,In-store,4,Good,70,Fruit Cup,2,360,2024-09-12 15:26:26,66,8,Very Active,760
CUST3538,Yashwant Yadav,6x1uPbRqIrPD,M2090,2024-12-24 14:21:28,Movie B,Comedy,Bangalore,27,Female,Student,1,250,No Discount,250,UPI,Silver,In-store,4,Good,67,None,0,0,2024-12-31 17:22:43,7,1,New,250
CUST17192,Waman Yadav,OQVg1whLHR3H,M2091,2024-07-03 13:27:17,Movie C,Thriller,Chennai,32,Male,Student,6,1500,No Discount,1500,Net Banking,Platinum,In-store,1,Very Bad,81,"Veg Wrap, Large Popcorn",2,800,2024-12-31 16:10:43,181,9,Inactive,2300
CUST12738,Naman Malhotra,W5Ln0C0Og6kU,M2092,2024-10-17 10:59:29,Movie A,Action,Delhi,49,Other,Senior,5,1000,950,950,Debit Card,Platinum,Online,5,Excellent,18,"Pepsi, Granola Bar, Small Popcorn",2,560,2024-12-31 11:31:31,75,2,New,1510
CUST7261,Pooja Ahuja,x5iL7kOInFKz,M2093,2024-03-21 21:32:39,Movie C,Comedy,Bangalore,18,Female,Senior,9,1800,No Discount,1800,Debit Card,Silver,Online,4,Good,70,"Non Veg Wrap, Large Popcorn, Pretzels",4,2200,2024-06-25 21:32:39,96,7,Inactive,4000
CUST2198,Harsh Kulkarni,6WZoYTFyeIvx,M2094,2024-02-29 16:47:13,Movie C,Action,Mumbai,30,Female,Regular,6,2100,1785,1785,Net Banking,Silver,In-store,3,Average,36,None,0,0,2024-07-06 16:47:13,128,4,Inactive,1785
CUST12801,Nandini Nair,KGCEJG3AZRy9,M2095,2024-04-06 16:11:41,Movie B,Thriller,Delhi,22,Male,Student,9,2250,No Discount,2250,Cash,Gold,Online,5,Excellent,145,"Veg Wrap, Ice Cream",4,920,2024-06-01 16:11:41,56,12,Highly Active,3170
CUST2099,Ishan Verma,roqc5D2Un2gA,M2096,2024-02-04 17:19:47,Movie B,Action,Delhi,18,Other,VIP,1,400,No Discount,400,Credit Card,Gold,In-store,2,Bad,95,"Pretzels, Nachos",3,750,2024-04-01 17:19:47,57,11,Highly Active,1150
CUST13395,Inder Chakraborty,EiB8YFlgIZdp,M2097,2024-11-25 22:40:35,Movie D,Action,Delhi,20,Female,VIP,8,3200,2560,2560,Debit Card,Platinum,In-store,1,Very Bad,42,None,0,0,2024-12-31 20:40:42,35,5,Active,2560
CUST19412,Ojas Pillai,CMQZ0ZgL0QpR,M2098,2024-05-03 09:22:15,Movie B,Thriller,Delhi,37,Female,Regular,7,2450,2205,2205,Debit Card,Platinum,In-store,2,Bad,12,"Pepsi, Iced Tea",3,420,2024-07-18 09:22:15,76,3,Active,2625
CUST14181,Madhur Saha,GjQQlggEvfcR,M2099,2024-08-25 09:58:48,Movie C,Drama,Mumbai,42,Other,Regular,3,1050,No Discount,1050,Cash,Platinum,In-store,4,Good,65,Hotdog,1,120,2024-12-31 15:22:02,128,10,Active,1170
CUST11498,Akash Pathak,tTWpXJKKx7eg,M2100,2024-04-11 21:28:43,Movie A,Thriller,Kolkata,42,Other,Student,8,2000,No Discount,2000,UPI,Gold,In-store,5,Excellent,125,Pepsi,4,320,2024-09-08 21:28:43,150,11,Active,2320
CUST11417,Ojasvi Sinha,TIYDF0rk0coc,M2101,2024-03-25 16:14:49,Movie D,Thriller,Delhi,56,Other,VIP,6,2400,2040,2040,Cash,Silver,Online,3,Average,89,"Cupcakes, Hotdog",2,440,2024-08-17 16:14:49,145,4,Inactive,2480
CUST15089,Ojasvi Thakur,kWdyLKPZA1gR,M2102,2024-02-11 17:25:26,Movie C,Thriller,Kolkata,24,Male,Senior,4,800,No Discount,800,UPI,Platinum,In-store,5,Excellent,24,Large Popcorn,1,250,2024-08-14 17:25:26,185,6,Inactive,1050
CUST16970,Jaswant Mathew,MGxDBKtp6mxe,M2103,2024-04-13 10:42:44,Movie C,Comedy,Mumbai,36,Male,Senior,6,1200,1020,1020,Debit Card,Gold,Online,5,Excellent,95,"Veggie Chips, Sandwich, Fruit Smoothies",4,1440,2024-07-27 10:42:44,105,4,Inactive,2460
CUST9495,Ishan Bhardwaj,VXlZbpojraRX,M2104,2024-05-18 20:30:30,Movie A,Thriller,Bangalore,63,Other,Senior,3,600,No Discount,600,Credit Card,Silver,Online,1,Very Bad,130,Nachos,4,600,2024-07-03 20:30:30,46,14,Highly Active,1200
CUST9382,Harsh Kulkarni,1Wg09FgGROtr,M2105,2024-01-03 10:49:44,Movie D,Comedy,Kolkata,60,Other,Student,5,1250,No Discount,1250,Credit Card,Gold,In-store,4,Good,89,None,0,0,2024-02-09 10:49:44,37,10,Highly Active,1250
CUST7256,Oviya Iyer,mxYRlVcsJby2,M2106,2024-03-01 19:00:54,Movie A,Action,Bangalore,58,Female,Student,1,250,No Discount,250,Credit Card,Silver,In-store,2,Bad,30,"Pretzels, Small Popcorn, Sandwich",4,1480,2024-07-06 19:00:54,127,9,Active,1730
CUST19118,Faiza Saha,TT1yGTBbUJn7,M2107,2024-09-01 14:41:03,Movie D,Comedy,Bangalore,28,Other,Regular,8,2800,No Discount,2800,Debit Card,Silver,In-store,4,Good,130,None,0,0,2024-12-31 19:38:05,121,6,Inactive,2800
CUST6473,Jasleen Warrier,jXIOiioPCJZd,M2108,2024-01-14 10:46:16,Movie A,Comedy,Delhi,26,Female,VIP,1,400,No Discount,400,Debit Card,Gold,Online,5,Excellent,20,Small Popcorn,2,300,2024-03-18 10:46:16,64,1,New,700
CUST2437,Gopal Ahuja,mjJVkF0fV8Gl,M2109,2024-06-02 13:09:50,Movie C,Action,Chennai,33,Female,Senior,4,800,No Discount,800,UPI,Platinum,Online,3,Average,8,"Fruit Cup, Onion Rings, Hotdog",1,390,2024-10-14 13:09:50,134,11,Active,1190
CUST13461,Tarun Chakraborty,lo6GyXBWw1mv,M2110,2024-07-07 14:26:22,Movie D,Comedy,Delhi,55,Male,VIP,6,2400,2040,2040,Cash,None,In-store,2,Bad,121,"Nachos, Coca Cola",4,920,2024-12-31 15:57:31,177,4,Inactive,2960
CUST3127,Kabir Jha,qiP3nJQwqoPF,M2111,2024-04-20 16:58:24,Movie A,Drama,Mumbai,32,Other,Student,2,500,No Discount,500,Credit Card,Platinum,In-store,2,Bad,8,Candy,3,150,2024-08-03 16:58:24,105,14,Active,650
CUST10022,Fahad Warrier,QnksOIaRem6C,M2112,2024-12-26 11:10:19,Movie B,Action,Bangalore,48,Female,VIP,8,3200,2880,2880,Debit Card,Platinum,In-store,3,Average,50,"Veg Wrap, Non Veg Wrap, Pretzels",2,900,2024-12-31 18:51:05,5,3,Active,3780
CUST6479,Rahul Grover,KOOVJvXxvI4x,M2113,2024-09-30 18:46:32,Movie D,Drama,Hyderabad,58,Other,Senior,1,200,No Discount,200,Credit Card,Silver,Online,3,Average,42,"Yogurt, Fruit Cup, Non Veg Wrap",2,880,2024-11-17 18:46:32,48,5,Active,1080
CUST18598,Zara Kumar,vSREqa5Z9xJz,M2114,2024-06-01 09:06:38,Movie C,Drama,Chennai,28,Female,VIP,5,2000,No Discount,2000,Credit Card,Platinum,In-store,5,Excellent,70,None,0,0,2024-07-10 09:06:38,39,9,Highly Active,2000
CUST3205,Ishan Varma,S4ShpUzMEFiM,M2115,2024-04-13 21:18:41,Movie C,Action,Delhi,64,Other,Senior,9,1800,No Discount,1800,Credit Card,Gold,In-store,5,Excellent,30,"Fruit Smoothies, Fruit Cup",2,660,2024-07-06 21:18:41,84,14,Highly Active,2460
CUST16403,Harshit Singh,85sivktSNVYA,M2116,2024-09-28 09:05:30,Movie B,Thriller,Bangalore,40,Male,Student,4,1000,No Discount,1000,UPI,Platinum,Online,2,Bad,160,"Coca Cola, Fruit Cup",3,780,2024-10-28 09:05:30,30,9,Highly Active,1780
CUST6905,Dhyana Agarwal,UNVAQrNWwzxK,M2117,2024-11-17 20:29:52,Movie B,Thriller,Chennai,47,Female,Regular,4,1400,No Discount,1400,Credit Card,Gold,Online,2,Bad,58,"Energy Drink, Lemonade, Chips",1,260,2024-12-31 21:16:56,44,11,Highly Active,1660
CUST15403,Ravi Dubey,cfwUoV4RZQIE,M2118,2024-05-28 19:58:27,Movie B,Action,Bangalore,20,Female,Senior,8,1600,No Discount,1600,Cash,Gold,In-store,1,Very Bad,145,"Lemonade, Yogurt, Medium Popcorn",4,1480,2024-08-30 19:58:27,94,8,Inactive,3080
CUST19453,Bhavya Das,eBjOWTaftl1g,M2119,2024-12-13 18:19:55,Movie C,Action,Hyderabad,31,Male,Regular,9,3150,No Discount,3150,Cash,Platinum,Online,5,Excellent,109,Small Popcorn,3,450,2024-12-31 13:36:44,17,6,Active,3600
CUST16194,Sandeep Tripathi,AKMK78vrNEJQ,M2120,2024-05-21 09:47:57,Movie C,Comedy,Mumbai,31,Other,Senior,6,1200,1020,1020,Credit Card,Platinum,Online,3,Average,89,"Pretzels, Large Popcorn, Yogurt",2,820,2024-07-31 09:47:57,71,4,Active,1840
CUST5620,Gaurang Tiwari,oo3PyJ2VK0V0,M2121,2024-09-22 13:45:39,Movie A,Action,Hyderabad,45,Male,Regular,5,1750,No Discount,1750,Debit Card,Gold,In-store,3,Average,24,"Gummies, Mozzarella Sticks, Lemonade",1,330,2024-12-31 19:43:06,100,11,Active,2080
CUST6909,Ojasvi Chaudhari,QLgjR25CbzYf,M2122,2024-04-12 20:24:34,Movie C,Comedy,Delhi,45,Male,Student,5,1250,1062.5,1062.5,UPI,Platinum,In-store,5,Excellent,85,None,0,0,2024-06-26 20:24:34,75,4,Active,1062.5
CUST9623,Aaryan Wadhwa,r9XL2Wq14cd6,M2123,2024-09-17 10:57:48,Movie A,Thriller,Hyderabad,60,Male,VIP,6,2400,No Discount,2400,Credit Card,Silver,In-store,4,Good,121,None,0,0,2024-12-31 10:37:57,104,7,Inactive,2400
CUST5005,Rekha Banerjee,51TA6Q4uw59O,M2124,2024-03-09 21:10:35,Movie B,Thriller,Mumbai,19,Other,Senior,5,1000,No Discount,1000,UPI,None,Online,3,Average,75,Lemonade,4,440,2024-07-18 21:10:35,131,12,Active,1440
CUST3548,Aahana Wadhwa,3aaZprG2nN9w,M2125,2024-01-24 11:51:54,Movie C,Comedy,Hyderabad,46,Other,Senior,3,600,No Discount,600,Net Banking,None,In-store,1,Very Bad,42,"Veg Wrap, Bag of Mixed Nuts",1,270,2024-04-28 11:51:54,95,12,Active,870
CUST3075,Yamini Khanna,ngI72VwcpPtY,M2126,2024-11-08 21:45:21,Movie D,Action,Kolkata,47,Other,Senior,4,800,720,720,Credit Card,Silver,Online,1,Very Bad,18,"Small Popcorn, Gummies",4,880,2024-12-31 19:03:07,52,3,Active,1600
CUST17461,Navya Easwaran,xg4AX79ETdAP,M2127,2024-06-08 21:34:42,Movie B,Drama,Mumbai,21,Male,Student,8,2000,1900,1900,Credit Card,Gold,Online,4,Good,18,"Ice Cream, French Fries",4,720,2024-07-19 21:34:42,41,2,New,2620
CUST15527,Yash Naik,me8K9VNCfaEE,M2128,2024-11-11 19:17:08,Movie C,Action,Bangalore,59,Male,Senior,4,800,No Discount,800,Credit Card,Platinum,In-store,1,Very Bad,70,Hotdog,4,480,2024-12-31 19:15:43,49,13,Highly Active,1280
CUST15026,Prerna Chaudhary,Fry6kytlDRKa,M2129,2024-05-14 22:00:31,Movie D,Drama,Hyderabad,38,Female,Student,4,1000,No Discount,1000,Debit Card,None,Online,5,Excellent,67,"Chips, Cupcakes, Non Veg Wrap",2,700,2024-10-09 22:00:31,148,11,Active,1700
CUST12902,Aadhya Kulkarni,XHclLLKY1KwK,M2130,2024-11-17 19:08:58,Movie B,Drama,Bangalore,64,Female,Regular,2,700,No Discount,700,Credit Card,None,In-store,4,Good,105,"Mozzarella Sticks, Energy Drink",3,750,2024-12-31 09:18:02,43,4,Active,1450
CUST9429,Raghav Dubey,NRxVLxOQ1Y3a,M2131,2024-10-28 10:15:22,Movie D,Thriller,Mumbai,27,Other,VIP,8,3200,No Discount,3200,Cash,Silver,In-store,2,Bad,133,Veg Wrap,4,600,2024-12-31 11:05:42,64,8,Very Active,3800
CUST5784,Raghav Naik,fXD12Kq4ADNg,M2132,2024-12-01 17:03:30,Movie C,Comedy,Chennai,18,Male,Regular,7,2450,No Discount,2450,Net Banking,Gold,In-store,5,Excellent,58,"Large Popcorn, Yogurt, Lemonade",4,1680,2024-12-31 13:16:37,29,8,Very Active,4130
CUST10630,Madhur Lal,PyHbZda5MGlN,M2133,2024-02-03 16:14:32,Movie A,Drama,Delhi,57,Female,VIP,2,800,No Discount,800,Net Banking,Platinum,Online,3,Average,18,None,0,0,2024-03-23 16:14:32,49,14,Highly Active,800
CUST7828,Aditi Sengupta,zuiXhJLmp5GJ,M2134,2024-02-01 17:06:23,Movie A,Comedy,Chennai,57,Male,VIP,9,3600,3240,3240,Net Banking,Gold,In-store,5,Excellent,6,"Hotdog, Energy Drink, Pepsi",1,300,2024-05-18 17:06:23,107,3,Inactive,3540
CUST4968,Lavanya Dutta,QcbyMvFbH75L,M2135,2024-12-25 19:13:56,Movie C,Action,Kolkata,61,Male,Regular,4,1400,No Discount,1400,Debit Card,Platinum,In-store,4,Good,105,"Lemonade, Large Popcorn",2,720,2024-12-31 17:01:45,5,13,Highly Active,2120
